org,chr,bp,range,trait
Z.mays,10,5835460,1.00E+05,Co59
Z.mays,10,5885552,1.00E+05,Co59
Z.mays,10,5924353,1.00E+05,Co59
Z.mays,10,6053923,1.00E+05,Co59
Z.mays,10,6074812,1.00E+05,Co59
Z.mays,10,6074812,1.00E+05,Co59
Z.mays,10,6074812,1.00E+05,Co59
Z.mays,10,6114707,1.00E+05,Co59
Z.mays,10,6114707,1.00E+05,Co59
Z.mays,10,6345134,1.00E+05,Co59
Z.mays,10,6345134,1.00E+05,Co59
Z.mays,10,6377522,1.00E+05,Co59
Z.mays,10,6377522,1.00E+05,Co59
Z.mays,10,6383221,1.00E+05,Co59
Z.mays,10,6484856,1.00E+05,Co59
Z.mays,10,6493256,1.00E+05,Co59
Z.mays,10,6541284,1.00E+05,Co59
Z.mays,10,6550321,1.00E+05,Co59
Z.mays,10,6550321,1.00E+05,Co59
Z.mays,10,7052707,1.00E+05,Co59
Z.mays,10,7052707,1.00E+05,Co59
Z.mays,10,7052707,1.00E+05,Co59
Z.mays,10,7122796,1.00E+05,Co59
Z.mays,10,7196665,1.00E+05,Co59
Z.mays,10,8111125,1.00E+05,Co59
Z.mays,10,8606028,1.00E+05,Co59
Z.mays,10,8606028,1.00E+05,Co59
Z.mays,10,8889660,1.00E+05,Co59
Z.mays,10,9412755,1.00E+05,Co59
Z.mays,10,9486051,1.00E+05,Co59
Z.mays,10,9554887,1.00E+05,Co59
Z.mays,10,9574849,1.00E+05,Co59
Z.mays,10,9649044,1.00E+05,Co59
Z.mays,10,9649044,1.00E+05,Co59
Z.mays,10,9649044,1.00E+05,Co59
Z.mays,10,10131377,1.00E+05,Co59
Z.mays,10,10446948,1.00E+05,Co59
Z.mays,10,10446948,1.00E+05,Co59
Z.mays,10,10592107,1.00E+05,Co59
Z.mays,10,10625778,1.00E+05,Co59
Z.mays,10,10686363,1.00E+05,Co59
Z.mays,10,10686363,1.00E+05,Co59
Z.mays,10,10698589,1.00E+05,Co59
Z.mays,10,10698589,1.00E+05,Co59
Z.mays,10,10698589,1.00E+05,Co59
Z.mays,10,10765862,1.00E+05,Co59
Z.mays,10,10835998,1.00E+05,Co59
Z.mays,10,10835998,1.00E+05,Co59
Z.mays,10,10850237,1.00E+05,Co59
Z.mays,10,10850237,1.00E+05,Co59
Z.mays,10,10850237,1.00E+05,Co59
Z.mays,10,11617032,1.00E+05,Co59
Z.mays,10,11617032,1.00E+05,Co59
Z.mays,10,11855564,1.00E+05,Co59
Z.mays,10,11855564,1.00E+05,Co59
Z.mays,10,12872011,1.00E+05,Co59
Z.mays,10,13472434,1.00E+05,Co59
Z.mays,10,13472434,1.00E+05,Co59
Z.mays,10,13492009,1.00E+05,Co59
Z.mays,10,13492009,1.00E+05,Co59
Z.mays,10,13523334,1.00E+05,Co59
Z.mays,10,13523334,1.00E+05,Co59
Z.mays,10,13523334,1.00E+05,Co59
Z.mays,10,13525055,1.00E+05,Co59
Z.mays,10,13658815,1.00E+05,Co59
Z.mays,10,13670097,1.00E+05,Co59
Z.mays,10,13827298,1.00E+05,Co59
Z.mays,10,13828615,1.00E+05,Co59
Z.mays,10,14165103,1.00E+05,Co59
Z.mays,10,14502274,1.00E+05,Co59
Z.mays,10,14502274,1.00E+05,Co59
Z.mays,10,17688953,1.00E+05,Co59
Z.mays,10,26090986,1.00E+05,Co59
Z.mays,10,64492102,1.00E+05,Co59
Z.mays,10,64492102,1.00E+05,Co59
Z.mays,10,73111760,1.00E+05,Co59
Z.mays,10,74824259,1.00E+05,Co59
Z.mays,10,75987501,1.00E+05,Co59
Z.mays,10,75987501,1.00E+05,Co59
Z.mays,10,80251305,1.00E+05,Co59
Z.mays,10,80251449,1.00E+05,Co59
Z.mays,10,80251449,1.00E+05,Co59
Z.mays,10,80276969,1.00E+05,Co59
Z.mays,10,80276969,1.00E+05,Co59
Z.mays,10,80290162,1.00E+05,Co59
Z.mays,10,81113898,1.00E+05,Co59
Z.mays,10,81114946,1.00E+05,Co59
Z.mays,10,81982485,1.00E+05,Co59
Z.mays,10,82825610,1.00E+05,Co59
Z.mays,10,83679199,1.00E+05,Co59
Z.mays,10,83701416,1.00E+05,Co59
Z.mays,10,84564653,1.00E+05,Co59
Z.mays,10,84564653,1.00E+05,Co59
Z.mays,10,84586769,1.00E+05,Co59
Z.mays,10,84586769,1.00E+05,Co59
Z.mays,10,86444538,1.00E+05,Co59
Z.mays,10,87116894,1.00E+05,Co59
Z.mays,10,91490708,1.00E+05,Co59
Z.mays,10,91520603,1.00E+05,Co59
Z.mays,10,91548401,1.00E+05,Co59
Z.mays,10,91548401,1.00E+05,Co59
Z.mays,10,99320124,1.00E+05,Co59
Z.mays,10,99320174,1.00E+05,Co59
Z.mays,10,99600403,1.00E+05,Co59
Z.mays,10,99644433,1.00E+05,Co59
Z.mays,10,99644433,1.00E+05,Co59
Z.mays,10,99645040,1.00E+05,Co59
Z.mays,10,103224208,1.00E+05,Co59
Z.mays,10,103224208,1.00E+05,Co59
Z.mays,10,103224208,1.00E+05,Co59
Z.mays,10,109261607,1.00E+05,Co59
Z.mays,10,110229695,1.00E+05,Co59
Z.mays,10,110234672,1.00E+05,Co59
Z.mays,10,110234672,1.00E+05,Co59
Z.mays,10,112409112,1.00E+05,Co59
Z.mays,10,113628869,1.00E+05,Co59
Z.mays,10,113628869,1.00E+05,Co59
Z.mays,10,113628869,1.00E+05,Co59
Z.mays,10,116096553,1.00E+05,Co59
Z.mays,10,116096553,1.00E+05,Co59
Z.mays,10,116096553,1.00E+05,Co59
Z.mays,10,118984098,1.00E+05,Co59
Z.mays,10,118984098,1.00E+05,Co59
Z.mays,10,121310416,1.00E+05,Co59
Z.mays,10,121750770,1.00E+05,Co59
Z.mays,10,122413747,1.00E+05,Co59
Z.mays,10,122413747,1.00E+05,Co59
Z.mays,10,122436200,1.00E+05,Co59
Z.mays,10,127328756,1.00E+05,Co59
Z.mays,10,127650845,1.00E+05,Co59
Z.mays,10,127779885,1.00E+05,Co59
Z.mays,10,127779885,1.00E+05,Co59
Z.mays,10,127779885,1.00E+05,Co59
Z.mays,10,129754235,1.00E+05,Co59
Z.mays,10,130251138,1.00E+05,Co59
Z.mays,10,130251138,1.00E+05,Co59
Z.mays,10,130422537,1.00E+05,Co59
Z.mays,10,130888474,1.00E+05,Co59
Z.mays,10,132339171,1.00E+05,Co59
Z.mays,10,132586125,1.00E+05,Co59
Z.mays,10,132586125,1.00E+05,Co59
Z.mays,10,132725204,1.00E+05,Co59
Z.mays,10,132993501,1.00E+05,Co59
Z.mays,10,133349900,1.00E+05,Co59
Z.mays,10,133349900,1.00E+05,Co59
Z.mays,10,133349900,1.00E+05,Co59
Z.mays,10,133498157,1.00E+05,Co59
Z.mays,10,133501996,1.00E+05,Co59
Z.mays,10,133501996,1.00E+05,Co59
Z.mays,10,133505332,1.00E+05,Co59
Z.mays,10,133505332,1.00E+05,Co59
Z.mays,10,133543534,1.00E+05,Co59
Z.mays,10,133815911,1.00E+05,Co59
Z.mays,10,134119513,1.00E+05,Co59
Z.mays,10,134119513,1.00E+05,Co59
Z.mays,10,134148658,1.00E+05,Co59
Z.mays,10,134673021,1.00E+05,Co59
Z.mays,10,134906270,1.00E+05,Co59
Z.mays,10,134907984,1.00E+05,Co59
Z.mays,10,134907984,1.00E+05,Co59
Z.mays,10,134918540,1.00E+05,Co59
Z.mays,10,134918540,1.00E+05,Co59
Z.mays,10,135016402,1.00E+05,Co59
Z.mays,10,135016402,1.00E+05,Co59
Z.mays,10,135078549,1.00E+05,Co59
Z.mays,10,135120586,1.00E+05,Co59
Z.mays,10,135120586,1.00E+05,Co59
Z.mays,10,135226254,1.00E+05,Co59
Z.mays,10,135259486,1.00E+05,Co59
Z.mays,10,136177864,1.00E+05,Co59
Z.mays,10,136215629,1.00E+05,Co59
Z.mays,10,136597302,1.00E+05,Co59
Z.mays,10,136863942,1.00E+05,Co59
Z.mays,10,136965559,1.00E+05,Co59
Z.mays,10,136965559,1.00E+05,Co59
Z.mays,10,136981266,1.00E+05,Co59
Z.mays,10,136985005,1.00E+05,Co59
Z.mays,10,136985005,1.00E+05,Co59
Z.mays,10,137062217,1.00E+05,Co59
Z.mays,10,137187563,1.00E+05,Co59
Z.mays,10,137188834,1.00E+05,Co59
Z.mays,10,137191036,1.00E+05,Co59
Z.mays,10,137191036,1.00E+05,Co59
Z.mays,10,137191048,1.00E+05,Co59
Z.mays,10,137191083,1.00E+05,Co59
Z.mays,10,137191083,1.00E+05,Co59
Z.mays,10,137197750,1.00E+05,Co59
Z.mays,10,137197750,1.00E+05,Co59
Z.mays,10,137264633,1.00E+05,Co59
Z.mays,10,137264633,1.00E+05,Co59
Z.mays,10,137264633,1.00E+05,Co59
Z.mays,10,137275395,1.00E+05,Co59
Z.mays,10,137693724,1.00E+05,Co59
Z.mays,10,138204275,1.00E+05,Co59
Z.mays,10,138473968,1.00E+05,Co59
Z.mays,10,138473968,1.00E+05,Co59
Z.mays,10,138565679,1.00E+05,Co59
Z.mays,10,138686103,1.00E+05,Co59
Z.mays,10,138725111,1.00E+05,Co59
Z.mays,10,138779827,1.00E+05,Co59
Z.mays,10,138801317,1.00E+05,Co59
Z.mays,10,138828975,1.00E+05,Co59
Z.mays,10,138833841,1.00E+05,Co59
Z.mays,10,138833841,1.00E+05,Co59
Z.mays,10,138835519,1.00E+05,Co59
Z.mays,10,139196319,1.00E+05,Co59
Z.mays,10,139262227,1.00E+05,Co59
Z.mays,10,139281346,1.00E+05,Co59
Z.mays,10,139305614,1.00E+05,Co59
Z.mays,10,139305614,1.00E+05,Co59
Z.mays,10,139305614,1.00E+05,Co59
Z.mays,10,139344090,1.00E+05,Co59
Z.mays,10,139344090,1.00E+05,Co59
Z.mays,10,139344090,1.00E+05,Co59
Z.mays,10,139386167,1.00E+05,Co59
Z.mays,10,139391352,1.00E+05,Co59
Z.mays,10,139398834,1.00E+05,Co59
Z.mays,10,139398834,1.00E+05,Co59
Z.mays,10,139409068,1.00E+05,Co59
Z.mays,10,139472555,1.00E+05,Co59
Z.mays,10,139475011,1.00E+05,Co59
Z.mays,10,139475011,1.00E+05,Co59
Z.mays,10,139617032,1.00E+05,Co59
Z.mays,10,140322933,1.00E+05,Co59
Z.mays,10,140429878,1.00E+05,Co59
Z.mays,10,140499756,1.00E+05,Co59
Z.mays,10,140499756,1.00E+05,Co59
Z.mays,10,140658041,1.00E+05,Co59
Z.mays,10,140687766,1.00E+05,Co59
Z.mays,10,140713431,1.00E+05,Co59
Z.mays,10,140733690,1.00E+05,Co59
Z.mays,10,140776754,1.00E+05,Co59
Z.mays,10,140776754,1.00E+05,Co59
Z.mays,10,140776754,1.00E+05,Co59
Z.mays,10,141538099,1.00E+05,Co59
Z.mays,10,141539749,1.00E+05,Co59
Z.mays,10,141539749,1.00E+05,Co59
Z.mays,10,141539749,1.00E+05,Co59
Z.mays,10,141575672,1.00E+05,Co59
Z.mays,10,141603776,1.00E+05,Co59
Z.mays,10,141603776,1.00E+05,Co59
Z.mays,10,141630209,1.00E+05,Co59
Z.mays,10,141630209,1.00E+05,Co59
Z.mays,10,141735397,1.00E+05,Co59
Z.mays,10,142229976,1.00E+05,Co59
Z.mays,10,142229976,1.00E+05,Co59
Z.mays,10,142280410,1.00E+05,Co59
Z.mays,10,142387886,1.00E+05,Co59
Z.mays,10,142388730,1.00E+05,Co59
Z.mays,10,142388730,1.00E+05,Co59
Z.mays,10,142498498,1.00E+05,Co59
Z.mays,10,142498498,1.00E+05,Co59
Z.mays,10,142582827,1.00E+05,Co59
Z.mays,10,142604462,1.00E+05,Co59
Z.mays,10,142607709,1.00E+05,Co59
Z.mays,10,142607709,1.00E+05,Co59
Z.mays,10,142607709,1.00E+05,Co59
Z.mays,10,142633853,1.00E+05,Co59
Z.mays,10,142661065,1.00E+05,Co59
Z.mays,10,142715055,1.00E+05,Co59
Z.mays,10,142773148,1.00E+05,Co59
Z.mays,10,142788224,1.00E+05,Co59
Z.mays,10,142935738,1.00E+05,Co59
Z.mays,10,142942181,1.00E+05,Co59
Z.mays,10,143453377,1.00E+05,Co59
Z.mays,10,144230832,1.00E+05,Co59
Z.mays,10,144281997,1.00E+05,Co59
Z.mays,10,144300048,1.00E+05,Co59
Z.mays,10,144341356,1.00E+05,Co59
Z.mays,10,144359128,1.00E+05,Co59
Z.mays,10,144359128,1.00E+05,Co59
Z.mays,10,144409202,1.00E+05,Co59
Z.mays,10,144410608,1.00E+05,Co59
Z.mays,10,144510208,1.00E+05,Co59
Z.mays,10,144510208,1.00E+05,Co59
Z.mays,10,144517354,1.00E+05,Co59
Z.mays,10,144517366,1.00E+05,Co59
Z.mays,10,144551866,1.00E+05,Co59
Z.mays,10,144551866,1.00E+05,Co59
Z.mays,10,144551866,1.00E+05,Co59
Z.mays,10,144637993,1.00E+05,Co59
Z.mays,10,144715554,1.00E+05,Co59
Z.mays,10,144726588,1.00E+05,Co59
Z.mays,10,144825746,1.00E+05,Co59
Z.mays,10,144875320,1.00E+05,Co59
Z.mays,10,145038707,1.00E+05,Co59
Z.mays,10,145090257,1.00E+05,Co59
Z.mays,10,145302965,1.00E+05,Co59
Z.mays,10,145349626,1.00E+05,Co59
Z.mays,10,145387766,1.00E+05,Co59
Z.mays,10,145491688,1.00E+05,Co59
Z.mays,10,145555578,1.00E+05,Co59
Z.mays,10,145795987,1.00E+05,Co59
Z.mays,10,145856661,1.00E+05,Co59
Z.mays,10,145859769,1.00E+05,Co59
Z.mays,10,146090216,1.00E+05,Co59
Z.mays,10,146378638,1.00E+05,Co59
Z.mays,10,146434762,1.00E+05,Co59
Z.mays,10,146434762,1.00E+05,Co59
Z.mays,10,146442031,1.00E+05,Co59
Z.mays,10,146487163,1.00E+05,Co59
Z.mays,10,146492056,1.00E+05,Co59
Z.mays,10,146505409,1.00E+05,Co59
Z.mays,10,146625043,1.00E+05,Co59
Z.mays,10,146630315,1.00E+05,Co59
Z.mays,10,146630315,1.00E+05,Co59
Z.mays,10,146634321,1.00E+05,Co59
Z.mays,10,146717644,1.00E+05,Co59
Z.mays,10,146717644,1.00E+05,Co59
Z.mays,10,146842173,1.00E+05,Co59
Z.mays,10,146842173,1.00E+05,Co59
Z.mays,10,146910639,1.00E+05,Co59
Z.mays,10,146910639,1.00E+05,Co59
Z.mays,10,147005337,1.00E+05,Co59
Z.mays,10,147013528,1.00E+05,Co59
Z.mays,10,147041595,1.00E+05,Co59
Z.mays,10,147159584,1.00E+05,Co59
Z.mays,10,147184715,1.00E+05,Co59
Z.mays,10,147251163,1.00E+05,Co59
Z.mays,10,147279694,1.00E+05,Co59
Z.mays,10,147282240,1.00E+05,Co59
Z.mays,10,147292884,1.00E+05,Co59
Z.mays,10,147292884,1.00E+05,Co59
Z.mays,10,147320227,1.00E+05,Co59
Z.mays,10,147320227,1.00E+05,Co59
Z.mays,10,147320227,1.00E+05,Co59
Z.mays,10,147391251,1.00E+05,Co59
Z.mays,10,147428771,1.00E+05,Co59
Z.mays,10,147514024,1.00E+05,Co59
Z.mays,10,147542620,1.00E+05,Co59
Z.mays,10,147575440,1.00E+05,Co59
Z.mays,10,147575440,1.00E+05,Co59
Z.mays,10,147870854,1.00E+05,Co59
Z.mays,10,147936746,1.00E+05,Co59
Z.mays,10,147937733,1.00E+05,Co59
Z.mays,10,148061490,1.00E+05,Co59
Z.mays,10,148247974,1.00E+05,Co59
Z.mays,10,148258111,1.00E+05,Co59
Z.mays,10,148258561,1.00E+05,Co59
Z.mays,10,148275148,1.00E+05,Co59
Z.mays,10,148285301,1.00E+05,Co59
Z.mays,10,148325348,1.00E+05,Co59
Z.mays,10,148365158,1.00E+05,Co59
Z.mays,10,148431441,1.00E+05,Co59
Z.mays,10,148436879,1.00E+05,Co59
Z.mays,10,148436879,1.00E+05,Co59
Z.mays,10,148439094,1.00E+05,Co59
Z.mays,10,148439094,1.00E+05,Co59
Z.mays,10,148439094,1.00E+05,Co59
Z.mays,10,148536924,1.00E+05,Co59
Z.mays,10,148727799,1.00E+05,Co59
Z.mays,2,10753,1.00E+05,Co59
Z.mays,2,10753,1.00E+05,Co59
Z.mays,2,10753,1.00E+05,Co59
Z.mays,2,865830,1.00E+05,Co59
Z.mays,2,883581,1.00E+05,Co59
Z.mays,2,884486,1.00E+05,Co59
Z.mays,2,897146,1.00E+05,Co59
Z.mays,2,903626,1.00E+05,Co59
Z.mays,2,965665,1.00E+05,Co59
Z.mays,2,1523329,1.00E+05,Co59
Z.mays,2,1523329,1.00E+05,Co59
Z.mays,2,1532504,1.00E+05,Co59
Z.mays,2,1532504,1.00E+05,Co59
Z.mays,2,1572531,1.00E+05,Co59
Z.mays,2,1572531,1.00E+05,Co59
Z.mays,2,1572531,1.00E+05,Co59
Z.mays,2,1591643,1.00E+05,Co59
Z.mays,2,1591643,1.00E+05,Co59
Z.mays,2,1591643,1.00E+05,Co59
Z.mays,2,1623780,1.00E+05,Co59
Z.mays,2,1647803,1.00E+05,Co59
Z.mays,2,1655119,1.00E+05,Co59
Z.mays,2,1655119,1.00E+05,Co59
Z.mays,2,1661759,1.00E+05,Co59
Z.mays,2,1700835,1.00E+05,Co59
Z.mays,2,1736548,1.00E+05,Co59
Z.mays,2,1761826,1.00E+05,Co59
Z.mays,2,1761826,1.00E+05,Co59
Z.mays,2,1961225,1.00E+05,Co59
Z.mays,2,1961225,1.00E+05,Co59
Z.mays,2,1961225,1.00E+05,Co59
Z.mays,2,2012296,1.00E+05,Co59
Z.mays,2,2046801,1.00E+05,Co59
Z.mays,2,2085325,1.00E+05,Co59
Z.mays,2,2085325,1.00E+05,Co59
Z.mays,2,2091463,1.00E+05,Co59
Z.mays,2,2125793,1.00E+05,Co59
Z.mays,2,2128712,1.00E+05,Co59
Z.mays,2,2136373,1.00E+05,Co59
Z.mays,2,2207915,1.00E+05,Co59
Z.mays,2,2207915,1.00E+05,Co59
Z.mays,2,2207915,1.00E+05,Co59
Z.mays,2,2264658,1.00E+05,Co59
Z.mays,2,2264658,1.00E+05,Co59
Z.mays,2,2266222,1.00E+05,Co59
Z.mays,2,2308108,1.00E+05,Co59
Z.mays,2,2311848,1.00E+05,Co59
Z.mays,2,2479401,1.00E+05,Co59
Z.mays,2,2554960,1.00E+05,Co59
Z.mays,2,2596491,1.00E+05,Co59
Z.mays,2,2600051,1.00E+05,Co59
Z.mays,2,2656097,1.00E+05,Co59
Z.mays,2,2751904,1.00E+05,Co59
Z.mays,2,2811476,1.00E+05,Co59
Z.mays,2,2811476,1.00E+05,Co59
Z.mays,2,2815953,1.00E+05,Co59
Z.mays,2,3083251,1.00E+05,Co59
Z.mays,2,3086435,1.00E+05,Co59
Z.mays,2,3122186,1.00E+05,Co59
Z.mays,2,3315656,1.00E+05,Co59
Z.mays,2,3323997,1.00E+05,Co59
Z.mays,2,3342693,1.00E+05,Co59
Z.mays,2,3389322,1.00E+05,Co59
Z.mays,2,3393145,1.00E+05,Co59
Z.mays,2,3393145,1.00E+05,Co59
Z.mays,2,3411585,1.00E+05,Co59
Z.mays,2,3612882,1.00E+05,Co59
Z.mays,2,4052363,1.00E+05,Co59
Z.mays,2,4165674,1.00E+05,Co59
Z.mays,2,4216959,1.00E+05,Co59
Z.mays,2,4485154,1.00E+05,Co59
Z.mays,2,4538449,1.00E+05,Co59
Z.mays,2,4538449,1.00E+05,Co59
Z.mays,2,4595011,1.00E+05,Co59
Z.mays,2,4697780,1.00E+05,Co59
Z.mays,2,4845441,1.00E+05,Co59
Z.mays,2,4852772,1.00E+05,Co59
Z.mays,2,4895786,1.00E+05,Co59
Z.mays,2,5010650,1.00E+05,Co59
Z.mays,2,5013471,1.00E+05,Co59
Z.mays,2,5013471,1.00E+05,Co59
Z.mays,2,5013471,1.00E+05,Co59
Z.mays,2,5013471,1.00E+05,Co59
Z.mays,2,5015571,1.00E+05,Co59
Z.mays,2,5016311,1.00E+05,Co59
Z.mays,2,5062225,1.00E+05,Co59
Z.mays,2,5100005,1.00E+05,Co59
Z.mays,2,5121234,1.00E+05,Co59
Z.mays,2,5151106,1.00E+05,Co59
Z.mays,2,5151106,1.00E+05,Co59
Z.mays,2,5171322,1.00E+05,Co59
Z.mays,2,5205991,1.00E+05,Co59
Z.mays,2,5205996,1.00E+05,Co59
Z.mays,2,5217605,1.00E+05,Co59
Z.mays,2,5431746,1.00E+05,Co59
Z.mays,2,5511978,1.00E+05,Co59
Z.mays,2,5519392,1.00E+05,Co59
Z.mays,2,5533193,1.00E+05,Co59
Z.mays,2,5533193,1.00E+05,Co59
Z.mays,2,5731781,1.00E+05,Co59
Z.mays,2,5731781,1.00E+05,Co59
Z.mays,2,5792913,1.00E+05,Co59
Z.mays,2,5792913,1.00E+05,Co59
Z.mays,2,5875281,1.00E+05,Co59
Z.mays,2,5875281,1.00E+05,Co59
Z.mays,2,5900739,1.00E+05,Co59
Z.mays,2,6324945,1.00E+05,Co59
Z.mays,2,6471946,1.00E+05,Co59
Z.mays,2,6536829,1.00E+05,Co59
Z.mays,2,6631331,1.00E+05,Co59
Z.mays,2,6686114,1.00E+05,Co59
Z.mays,2,6844891,1.00E+05,Co59
Z.mays,2,7385962,1.00E+05,Co59
Z.mays,2,7385962,1.00E+05,Co59
Z.mays,2,8969597,1.00E+05,Co59
Z.mays,2,9003835,1.00E+05,Co59
Z.mays,2,9007700,1.00E+05,Co59
Z.mays,2,9061327,1.00E+05,Co59
Z.mays,2,9066269,1.00E+05,Co59
Z.mays,2,9066384,1.00E+05,Co59
Z.mays,2,9147931,1.00E+05,Co59
Z.mays,2,9147931,1.00E+05,Co59
Z.mays,2,9225078,1.00E+05,Co59
Z.mays,2,9450104,1.00E+05,Co59
Z.mays,2,10045614,1.00E+05,Co59
Z.mays,2,10590113,1.00E+05,Co59
Z.mays,2,10590113,1.00E+05,Co59
Z.mays,2,11050158,1.00E+05,Co59
Z.mays,2,11381380,1.00E+05,Co59
Z.mays,2,11459480,1.00E+05,Co59
Z.mays,2,11789306,1.00E+05,Co59
Z.mays,2,12112619,1.00E+05,Co59
Z.mays,2,12125776,1.00E+05,Co59
Z.mays,2,12317393,1.00E+05,Co59
Z.mays,2,12381359,1.00E+05,Co59
Z.mays,2,12393096,1.00E+05,Co59
Z.mays,2,12393096,1.00E+05,Co59
Z.mays,2,12393096,1.00E+05,Co59
Z.mays,2,12577762,1.00E+05,Co59
Z.mays,2,12646271,1.00E+05,Co59
Z.mays,2,12646271,1.00E+05,Co59
Z.mays,2,12646271,1.00E+05,Co59
Z.mays,2,12688533,1.00E+05,Co59
Z.mays,2,12852267,1.00E+05,Co59
Z.mays,2,13241580,1.00E+05,Co59
Z.mays,2,13281780,1.00E+05,Co59
Z.mays,2,13281780,1.00E+05,Co59
Z.mays,2,13350694,1.00E+05,Co59
Z.mays,2,13363495,1.00E+05,Co59
Z.mays,2,13455729,1.00E+05,Co59
Z.mays,2,13456883,1.00E+05,Co59
Z.mays,2,13529139,1.00E+05,Co59
Z.mays,2,13586526,1.00E+05,Co59
Z.mays,2,13653720,1.00E+05,Co59
Z.mays,2,13659231,1.00E+05,Co59
Z.mays,2,13662768,1.00E+05,Co59
Z.mays,2,13740354,1.00E+05,Co59
Z.mays,2,13740354,1.00E+05,Co59
Z.mays,2,13774211,1.00E+05,Co59
Z.mays,2,13774211,1.00E+05,Co59
Z.mays,2,13858466,1.00E+05,Co59
Z.mays,2,13960281,1.00E+05,Co59
Z.mays,2,13960281,1.00E+05,Co59
Z.mays,2,14064724,1.00E+05,Co59
Z.mays,2,14250964,1.00E+05,Co59
Z.mays,2,14339202,1.00E+05,Co59
Z.mays,2,14340635,1.00E+05,Co59
Z.mays,2,14451818,1.00E+05,Co59
Z.mays,2,14552516,1.00E+05,Co59
Z.mays,2,14555917,1.00E+05,Co59
Z.mays,2,14555917,1.00E+05,Co59
Z.mays,2,14601159,1.00E+05,Co59
Z.mays,2,14639796,1.00E+05,Co59
Z.mays,2,14647780,1.00E+05,Co59
Z.mays,2,14687013,1.00E+05,Co59
Z.mays,2,14864078,1.00E+05,Co59
Z.mays,2,15491900,1.00E+05,Co59
Z.mays,2,15979324,1.00E+05,Co59
Z.mays,2,15979324,1.00E+05,Co59
Z.mays,2,16049415,1.00E+05,Co59
Z.mays,2,16136589,1.00E+05,Co59
Z.mays,2,16353499,1.00E+05,Co59
Z.mays,2,16357753,1.00E+05,Co59
Z.mays,2,16430563,1.00E+05,Co59
Z.mays,2,16454549,1.00E+05,Co59
Z.mays,2,16803747,1.00E+05,Co59
Z.mays,2,16803747,1.00E+05,Co59
Z.mays,2,16803747,1.00E+05,Co59
Z.mays,2,17343913,1.00E+05,Co59
Z.mays,2,17343913,1.00E+05,Co59
Z.mays,2,17520668,1.00E+05,Co59
Z.mays,2,17563105,1.00E+05,Co59
Z.mays,2,17568752,1.00E+05,Co59
Z.mays,2,17763659,1.00E+05,Co59
Z.mays,2,17776203,1.00E+05,Co59
Z.mays,2,17922538,1.00E+05,Co59
Z.mays,2,18789549,1.00E+05,Co59
Z.mays,2,18789549,1.00E+05,Co59
Z.mays,2,19280791,1.00E+05,Co59
Z.mays,2,19480774,1.00E+05,Co59
Z.mays,2,19842614,1.00E+05,Co59
Z.mays,2,20216840,1.00E+05,Co59
Z.mays,2,20232084,1.00E+05,Co59
Z.mays,2,20678999,1.00E+05,Co59
Z.mays,2,20678999,1.00E+05,Co59
Z.mays,2,21147173,1.00E+05,Co59
Z.mays,2,21147173,1.00E+05,Co59
Z.mays,2,21720074,1.00E+05,Co59
Z.mays,2,22152074,1.00E+05,Co59
Z.mays,2,22527404,1.00E+05,Co59
Z.mays,2,22901534,1.00E+05,Co59
Z.mays,2,23296263,1.00E+05,Co59
Z.mays,2,23374143,1.00E+05,Co59
Z.mays,2,23477692,1.00E+05,Co59
Z.mays,2,23574287,1.00E+05,Co59
Z.mays,2,23574287,1.00E+05,Co59
Z.mays,2,23587227,1.00E+05,Co59
Z.mays,2,23587227,1.00E+05,Co59
Z.mays,2,23909055,1.00E+05,Co59
Z.mays,2,24287365,1.00E+05,Co59
Z.mays,2,24290021,1.00E+05,Co59
Z.mays,2,24293802,1.00E+05,Co59
Z.mays,2,24293802,1.00E+05,Co59
Z.mays,2,24295947,1.00E+05,Co59
Z.mays,2,24300611,1.00E+05,Co59
Z.mays,2,24354677,1.00E+05,Co59
Z.mays,2,24354677,1.00E+05,Co59
Z.mays,2,25431508,1.00E+05,Co59
Z.mays,2,25431508,1.00E+05,Co59
Z.mays,2,25464085,1.00E+05,Co59
Z.mays,2,26063251,1.00E+05,Co59
Z.mays,2,26603602,1.00E+05,Co59
Z.mays,2,26603602,1.00E+05,Co59
Z.mays,2,26626998,1.00E+05,Co59
Z.mays,2,26645067,1.00E+05,Co59
Z.mays,2,26859273,1.00E+05,Co59
Z.mays,2,28482013,1.00E+05,Co59
Z.mays,2,28485099,1.00E+05,Co59
Z.mays,2,28685668,1.00E+05,Co59
Z.mays,2,28687188,1.00E+05,Co59
Z.mays,2,29242424,1.00E+05,Co59
Z.mays,2,29273579,1.00E+05,Co59
Z.mays,2,29341888,1.00E+05,Co59
Z.mays,2,29498052,1.00E+05,Co59
Z.mays,2,29498052,1.00E+05,Co59
Z.mays,2,29498052,1.00E+05,Co59
Z.mays,2,29507310,1.00E+05,Co59
Z.mays,2,30170114,1.00E+05,Co59
Z.mays,2,30315646,1.00E+05,Co59
Z.mays,2,31473770,1.00E+05,Co59
Z.mays,2,34218581,1.00E+05,Co59
Z.mays,2,34239960,1.00E+05,Co59
Z.mays,2,34709068,1.00E+05,Co59
Z.mays,2,35344039,1.00E+05,Co59
Z.mays,2,37001118,1.00E+05,Co59
Z.mays,2,37452015,1.00E+05,Co59
Z.mays,2,37467012,1.00E+05,Co59
