"Orthogroup","trait","org","Chromosome Name","bp","start","end","loci","Gene Name","Gene Start (bp)","Gene End (bp)","Description","present"
"OG0001574","K","Gmax_Wm82.a2.v1",17,3896442,3696442,4722862,"Gmax_Wm82.a2.v1_K_17_3896442","Glyma.17G049300",3749019,3750440,"",3
"OG0001574","K","Zmays_RefGen_V4",1,91876324,91776324,91976324,"Zmays_RefGen_V4_K_1_91876324","Zm00001d029879",91814773,91819708,"",3
"OG0001574","P","Athaliana_TAIR10",3,16558658,16483658,16633658,"Athaliana_TAIR10_P_3_16558658","AT3G45200",16548828,16549730,"PTHR33527:SF1 - F13O11.17 PROTEIN (1 of 4)",3
"OG0001574","P","Gmax_Wm82.a2.v1",17,3896442,3696442,4101043,"Gmax_Wm82.a2.v1_P_17_3896442","Glyma.17G049300",3749019,3750440,"",3
"OG0001574","P","Gmax_Wm82.a2.v1",13,22551254,22351254,22751254,"Gmax_Wm82.a2.v1_P_13_22551254","Glyma.13G110400",22397029,22397901,"",3
"OG0001574","P","Sbicolor_v3.1.1",1,57941392,57841392,58041392,"Sbicolor_v3.1.1_P_1_57941392","Sobic.001G297800",57849689,57851951,"similar to Expressed protein",3
"OG0002501","Co","Athaliana_TAIR10",3,16391689,16316689,16685565,"Athaliana_TAIR10_Co_3_16391689","AT3G45000",16460103,16461407,"SNF7 family protein",3
"OG0002501","Co","Gmax_Wm82.a2.v1",12,6176422,5976422,6649595,"Gmax_Wm82.a2.v1_Co_12_6176422","Glyma.12G080000",6283385,6285898,"K12193 - charged multivesicular body protein 3 (VPS24, CHMP3)  (1 of 3)",3
"OG0002501","Co","Sbicolor_v3.1.1",1,80030410,79930410,80130410,"Sbicolor_v3.1.1_Co_1_80030410","Sobic.001G537800",80062721,80065315,"similar to Os03g0108400 protein",3
"OG0002501","Co","Sbicolor_v3.1.1",2,67873307,67773307,67973307,"Sbicolor_v3.1.1_Co_2_67873307","Sobic.002G301300",67799070,67802935,"similar to Putative uncharacterized protein",3
"OG0002501","Mg","Athaliana_TAIR10",3,16351737,16276737,16503889,"Athaliana_TAIR10_Mg_3_16351737","AT3G45000",16460103,16461407,"SNF7 family protein",3
"OG0002501","Mg","Athaliana_TAIR10",5,7670489,7595489,7745879,"Athaliana_TAIR10_Mg_5_7670489","AT5G22950",7681305,7682903,"SNF7 family protein",3
"OG0002501","Mg","Gmax_Wm82.a2.v1",12,6478752,6278752,6678752,"Gmax_Wm82.a2.v1_Mg_12_6478752","Glyma.12G080000",6283385,6285898,"K12193 - charged multivesicular body protein 3 (VPS24, CHMP3)  (1 of 3)",3
"OG0002501","Mg","Sbicolor_v3.1.1",2,67845962,67745962,67945962,"Sbicolor_v3.1.1_Mg_2_67845962","Sobic.002G301300",67799070,67802935,"similar to Putative uncharacterized protein",3
"OG0000928","S","Athaliana_TAIR10",1,17311425,17236425,17386425,"Athaliana_TAIR10_S_1_17311425","AT1G47380",17372537,17376075,"Protein phosphatase 2C family protein",3
"OG0000928","S","Gmax_Wm82.a2.v1",17,39732032,39532032,40326120,"Gmax_Wm82.a2.v1_S_17_39732032","Glyma.17G243100",39903187,39908974,"PTHR13832:SF25 - PROTEIN PHOSPHATASE 2C 12-RELATED (1 of 4)",3
"OG0000928","S","Osativa_v7.0",2,21813985,21570985,22056985,"Osativa_v7.0_S_2_21813985","LOC_Os02g35910",21569211,21574207,"protein phosphotase protein, putative, expressed",3
"OG0009849","P","Athaliana_TAIR10",4,17255208,17180208,17330208,"Athaliana_TAIR10_P_4_17255208","AT4G36530",17239958,17241937,"alpha/beta-Hydrolases superfamily protein",3
"OG0009849","P","Gmax_Wm82.a2.v1",2,4617437,4417437,5224177,"Gmax_Wm82.a2.v1_P_2_4617437","Glyma.02G055200",4994240,4997499,"",3
"OG0009849","P","Gmax_Wm82.a2.v1",16,29538183,29338183,29738183,"Gmax_Wm82.a2.v1_P_16_29538183","Glyma.16G138000",29508469,29514252,"",3
"OG0009849","P","Osativa_v7.0",2,28912940,28669940,29155940,"Osativa_v7.0_P_2_28912940","LOC_Os02g47620",29098995,29101290,"hydrolase, alpha/beta fold family domain containing protein, expressed",3
"OG0000908","Se","Athaliana_TAIR10",1,29250420,29175420,29325420,"Athaliana_TAIR10_Se_1_29250420","AT1G77840",29268487,29270586,"Translation initiation factor IF2/IF5",3
"OG0000908","Se","Gmax_Wm82.a2.v1",2,7714885,7514885,8056822,"Gmax_Wm82.a2.v1_Se_2_7714885","Glyma.02G090800",8023897,8026772,"K03262 - translation initiation factor 5 (EIF5)  (1 of 5)",3
"OG0000908","Se","Gmax_Wm82.a2.v1",19,180451,1,380451,"Gmax_Wm82.a2.v1_Se_19_180451","Glyma.19G001200",92164,94339,"K03262 - translation initiation factor 5 (EIF5)  (1 of 5)",3
"OG0000908","Se","Sbicolor_v3.1.1",1,68874635,68774635,68974635,"Sbicolor_v3.1.1_Se_1_68874635","Sobic.001G402500",68798396,68801619,"similar to Eukaryotic translation initiation factor 5",3
"OG0008718","Mo","Athaliana_TAIR10",5,707681,632681,788079,"Athaliana_TAIR10_Mo_5_707681","AT5G02820",642558,644394,"Spo11/DNA topoisomerase VI, subunit A protein",3
"OG0008718","Mo","Gmax_Wm82.a2.v1",10,4180166,3980166,4380166,"Gmax_Wm82.a2.v1_Mo_10_4180166","Glyma.10G048300",4337864,4340624,"PTHR10848:SF0 - MEIOTIC RECOMBINATION PROTEIN SPO11 (1 of 2)",3
"OG0008718","Mo","Gmax_Wm82.a2.v1",13,24632240,24432240,25146276,"Gmax_Wm82.a2.v1_Mo_13_24632240","Glyma.13G136100",24861630,24864623,"PTHR10848:SF0 - MEIOTIC RECOMBINATION PROTEIN SPO11 (1 of 2)",3
"OG0008718","Mo","Osativa_v7.0",2,17841639,17598639,18084639,"Osativa_v7.0_Mo_2_17841639","LOC_Os02g30219",17974011,17974608,"expressed protein",3
"OG0001033","Cd","Athaliana_TAIR10",4,7363850,7288850,7438850,"Athaliana_TAIR10_Cd_4_7363850","AT4G12334",7320602,7321061,"Cytochrome P450 superfamily protein",3
"OG0001033","Cd","Athaliana_TAIR10",4,7363850,7288850,7438850,"Athaliana_TAIR10_Cd_4_7363850","AT4G12330",7317560,7319739,"cytochrome P450, family 706, subfamily A, polypeptide 7",3
"OG0001033","Cd","Athaliana_TAIR10",4,7363850,7288850,7438850,"Athaliana_TAIR10_Cd_4_7363850","AT4G12310",7310416,7312577,"cytochrome P450, family 706, subfamily A, polypeptide 5",3
"OG0001033","Cd","Athaliana_TAIR10",4,7363850,7288850,7438850,"Athaliana_TAIR10_Cd_4_7363850","AT4G12300",7307737,7309755,"cytochrome P450, family 706, subfamily A, polypeptide 4",3
"OG0001033","Cd","Athaliana_TAIR10",4,7363850,7288850,7438850,"Athaliana_TAIR10_Cd_4_7363850","AT4G12320",7314778,7316669,"cytochrome P450, family 706, subfamily A, polypeptide 6",3
"OG0001033","Cd","Gmax_Wm82.a2.v1",5,4782386,4582386,4982386,"Gmax_Wm82.a2.v1_Cd_5_4782386","Glyma.05G052000",4678671,4679283,"PTHR24298:SF114 - CYTOCHROME P450 - LIKE PROTEIN-RELATED (1 of 3)",3
"OG0001033","Cd","Osativa_v7.0",8,27244465,27001465,27667220,"Osativa_v7.0_Cd_8_27244465","LOC_Os08g43440",27479061,27481168,"cytochrome P450, putative, expressed",3
"OG0001461","Cd","Athaliana_TAIR10",4,18356,1,599416,"Athaliana_TAIR10_Cd_4_18356","AT4G00360",160768,163023,"cytochrome P450, family 86, subfamily A, polypeptide 2",3
"OG0001461","Cd","Athaliana_TAIR10",1,23587618,23512618,23697954,"Athaliana_TAIR10_Cd_1_23587618","AT1G63710",23632178,23633942,"cytochrome P450, family 86, subfamily A, polypeptide 7",3
"OG0001461","Cd","Gmax_Wm82.a2.v1",5,39097797,38897797,39593484,"Gmax_Wm82.a2.v1_Cd_5_39097797","Glyma.05G208900",39081854,39084779,"K15398 - fatty acid omega-hydroxylase (CYP86A4S)  (1 of 3)",3
"OG0001461","Cd","Sbicolor_v3.1.1",4,63028139,62928139,63128139,"Sbicolor_v3.1.1_Cd_4_63028139","Sobic.004G288500",63004817,63009362,"similar to Cytochrome P450",3
"OG0001461","Cu","Gmax_Wm82.a2.v1",7,6444246,6244246,6691168,"Gmax_Wm82.a2.v1_Cu_7_6444246","Glyma.07G069500",6304097,6306910,"K15398 - fatty acid omega-hydroxylase (CYP86A4S)  (1 of 3)",3
"OG0001461","Cu","Gmax_Wm82.a2.v1",5,38920939,38720939,39619467,"Gmax_Wm82.a2.v1_Cu_5_38920939","Glyma.05G208900",39081854,39084779,"K15398 - fatty acid omega-hydroxylase (CYP86A4S)  (1 of 3)",3
"OG0001461","Cu","Osativa_v7.0",4,27761522,27518522,28330218,"Osativa_v7.0_Cu_4_27761522","LOC_Os04g47250",28061310,28063652,"cytochrome P450, putative, expressed",3
"OG0001461","Cu","Sbicolor_v3.1.1",3,70111887,70011887,70211887,"Sbicolor_v3.1.1_Cu_3_70111887","Sobic.003G390000",70120241,70122912,"",3
"OG0001461","Se","Athaliana_TAIR10",2,18700790,18625790,19139425,"Athaliana_TAIR10_Se_2_18700790","AT2G45970",18912260,18914739,"cytochrome P450, family 86, subfamily A, polypeptide 8",3
"OG0001461","Se","Gmax_Wm82.a2.v1",5,38881970,38681970,39471942,"Gmax_Wm82.a2.v1_Se_5_38881970","Glyma.05G208900",39081854,39084779,"K15398 - fatty acid omega-hydroxylase (CYP86A4S)  (1 of 3)",3
"OG0001461","Se","Sbicolor_v3.1.1",6,53176829,53076829,53276829,"Sbicolor_v3.1.1_Se_6_53176829","Sobic.006G177000",53213508,53215600,"similar to B0103C08-B0602B01.11 protein",3
"OG0002727","Mn","Athaliana_TAIR10",2,12833566,12758566,13002550,"Athaliana_TAIR10_Mn_2_12833566","AT2G30230",12897071,12897885,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 28)",4
"OG0002727","Mn","Gmax_Wm82.a2.v1",18,5162188,4962188,5362188,"Gmax_Wm82.a2.v1_Mn_18_5162188","Glyma.18G057000",4988906,4990187,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 81)",4
"OG0002727","Mn","Osativa_v7.0",3,10409932,10166932,10652932,"Osativa_v7.0_Mn_3_10409932","LOC_Os03g18660",10452251,10453278,"expressed protein",4
"OG0002727","Mn","Sbicolor_v3.1.1",1,68787903,68687903,68887903,"Sbicolor_v3.1.1_Mn_1_68787903","Sobic.001G403000",68821538,68822546,"similar to Putative uncharacterized protein",4
"OG0002727","Se","Athaliana_TAIR10",2,12757390,12682390,12908566,"Athaliana_TAIR10_Se_2_12757390","AT2G30230",12897071,12897885,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 28)",3
"OG0002727","Se","Gmax_Wm82.a2.v1",14,45538601,45338601,47163924,"Gmax_Wm82.a2.v1_Se_14_45538601","Glyma.14G199900",46499098,46499994,"PF14009 - Domain of unknown function (DUF4228) (DUF4228)  (1 of 81)",3
"OG0002727","Se","Sbicolor_v3.1.1",1,68874635,68774635,68974635,"Sbicolor_v3.1.1_Se_1_68874635","Sobic.001G403000",68821538,68822546,"similar to Putative uncharacterized protein",3
"OG0003169","Cd","Athaliana_TAIR10",5,5644813,5569813,5719813,"Athaliana_TAIR10_Cd_5_5644813","AT5G17310",5696645,5700922,"UDP-glucose pyrophosphorylase 2",4
"OG0003169","Cd","Gmax_Wm82.a2.v1",14,47465101,47265101,48332742,"Gmax_Wm82.a2.v1_Cd_14_47465101","Glyma.14G210700",47577189,47584929,"K00963 - UTP--glucose-1-phosphate uridylyltransferase (UGP2, galU, galF)  (1 of 3)",4
"OG0003169","Cd","Osativa_v7.0",2,3958,1,1664664,"Osativa_v7.0_Cd_2_3958","LOC_Os02g02560",926031,929945,"UTP--glucose-1-phosphate uridylyltransferase, putative, expressed",4
"OG0003169","Cd","Sbicolor_v3.1.1",4,1198822,1098822,1298822,"Sbicolor_v3.1.1_Cd_4_1198822","Sobic.004G013500",1106397,1111015,"similar to UDP-glucose pyrophosphorylase",4
"OG0003169","Mn","Gmax_Wm82.a2.v1",14,47768188,47568188,48275992,"Gmax_Wm82.a2.v1_Mn_14_47768188","Glyma.14G210700",47577189,47584929,"K00963 - UTP--glucose-1-phosphate uridylyltransferase (UGP2, galU, galF)  (1 of 3)",3
"OG0003169","Mn","Gmax_Wm82.a2.v1",2,42370864,42170864,43312945,"Gmax_Wm82.a2.v1_Mn_2_42370864","Glyma.02G241100",42951620,42957971,"PTHR11952//PTHR11952:SF13 - UDP- GLUCOSE PYROPHOSPHORYLASE // SUBFAMILY NOT NAMED (1 of 6)",3
"OG0003169","Mn","Osativa_v7.0",9,21840079,21597079,22193715,"Osativa_v7.0_Mn_9_21840079","LOC_Os09g38030",21917319,21922425,"UTP--glucose-1-phosphate uridylyltransferase, putative, expressed",3
"OG0003169","Mn","Sbicolor_v3.1.1",4,1138293,1038293,1238293,"Sbicolor_v3.1.1_Mn_4_1138293","Sobic.004G013500",1106397,1111015,"similar to UDP-glucose pyrophosphorylase",3
"OG0001488","Co","Athaliana_TAIR10",5,18153001,18078001,18295845,"Athaliana_TAIR10_Co_5_18153001","AT5G45190",18277620,18281875,"Cyclin family protein",3
"OG0001488","Co","Gmax_Wm82.a2.v1",20,2718188,2518188,3149676,"Gmax_Wm82.a2.v1_Co_20_2718188","Glyma.20G023800",2547520,2554268,"",3
"OG0001488","Co","Sbicolor_v3.1.1",10,7516004,7416004,7616004,"Sbicolor_v3.1.1_Co_10_7516004","Sobic.010G086600",7443348,7448447,"similar to Cyclin-T1-3",3
"OG0000500","Cd","Athaliana_TAIR10",1,19691783,19616783,19766783,"Athaliana_TAIR10_Cd_1_19691783","AT1G52700",19631126,19633440,"alpha/beta-Hydrolases superfamily protein",4
"OG0000500","Cd","Gmax_Wm82.a2.v1",15,629908,429908,832659,"Gmax_Wm82.a2.v1_Cd_15_629908","Glyma.15G010800",815501,820618,"",4
"OG0000500","Cd","Gmax_Wm82.a2.v1",6,5499125,5299125,5797303,"Gmax_Wm82.a2.v1_Cd_6_5499125","Glyma.06G070100",5370822,5376415,"",4
"OG0000500","Cd","Gmax_Wm82.a2.v1",7,2612472,2412472,2824087,"Gmax_Wm82.a2.v1_Cd_7_2612472","Glyma.07G032700",2557401,2561466,"K06130 - lysophospholipase II (LYPLA2)  (1 of 8)",4
"OG0000500","Cd","Gmax_Wm82.a2.v1",8,16836118,16636118,17488564,"Gmax_Wm82.a2.v1_Cd_8_16836118","Glyma.08G209800",16991275,16995651,"K06130 - lysophospholipase II (LYPLA2)  (1 of 8)",4
"OG0000500","Cd","Osativa_v7.0",1,3762258,3519258,4005258,"Osativa_v7.0_Cd_1_3762258","LOC_Os01g07960",3846181,3850245,"acyl-protein thioesterase, putative, expressed",4
"OG0000500","Cd","Sbicolor_v3.1.1",9,58699258,58599258,58799258,"Sbicolor_v3.1.1_Cd_9_58699258","Sobic.009G251400",58637983,58645722,"similar to Putative uncharacterized protein",4
"OG0000500","Mn","Athaliana_TAIR10",5,6780901,6705901,6946684,"Athaliana_TAIR10_Mn_5_6780901","AT5G20060",6776167,6779614,"alpha/beta-Hydrolases superfamily protein",4
"OG0000500","Mn","Gmax_Wm82.a2.v1",4,5534280,5334280,5735170,"Gmax_Wm82.a2.v1_Mn_4_5534280","Glyma.04G068500",5723820,5729361,"",4
"OG0000500","Mn","Gmax_Wm82.a2.v1",4,32782075,32582075,32982075,"Gmax_Wm82.a2.v1_Mn_4_32782075","Glyma.04G149900",32603728,32617798,"",4
"OG0000500","Mn","Gmax_Wm82.a2.v1",7,2670759,2470759,3410155,"Gmax_Wm82.a2.v1_Mn_7_2670759","Glyma.07G032700",2557401,2561466,"K06130 - lysophospholipase II (LYPLA2)  (1 of 8)",4
"OG0000500","Mn","Sbicolor_v3.1.1",3,55370875,55270875,55470875,"Sbicolor_v3.1.1_Mn_3_55370875","Sobic.003G218500",55380771,55384516,"similar to Lysophospholipase 2-like",4
"OG0000500","Mn","Zmays_RefGen_V4",3,10718207,10618207,10818207,"Zmays_RefGen_V4_Mn_3_10718207","Zm00001d039653",10752207,10756034,"(1 of 1) 3.1.1.1//3.1.1.5 - Carboxylesterase / Procaine esterase // Lysophospholipase / Phospholipase B",4
"OG0000500","Se","Athaliana_TAIR10",5,6705243,6630243,6789544,"Athaliana_TAIR10_Se_5_6705243","AT5G20060",6776167,6779614,"alpha/beta-Hydrolases superfamily protein",3
"OG0000500","Se","Gmax_Wm82.a2.v1",4,5534280,5334280,5734280,"Gmax_Wm82.a2.v1_Se_4_5534280","Glyma.04G068500",5723820,5729361,"",3
"OG0000500","Se","Gmax_Wm82.a2.v1",4,32721691,32521691,32921691,"Gmax_Wm82.a2.v1_Se_4_32721691","Glyma.04G149900",32603728,32617798,"",3
"OG0000500","Se","Gmax_Wm82.a2.v1",8,17017473,16817473,18235888,"Gmax_Wm82.a2.v1_Se_8_17017473","Glyma.08G209800",16991275,16995651,"K06130 - lysophospholipase II (LYPLA2)  (1 of 8)",3
"OG0000500","Se","Sbicolor_v3.1.1",9,58571183,58471183,58671183,"Sbicolor_v3.1.1_Se_9_58571183","Sobic.009G251400",58637983,58645722,"similar to Putative uncharacterized protein",3
"OG0008101","Cd","Athaliana_TAIR10",1,23109221,23034221,23410361,"Athaliana_TAIR10_Cd_1_23109221","AT1G62640",23192228,23195103,"3-ketoacyl-acyl carrier protein synthase III",3
"OG0008101","Cd","Gmax_Wm82.a2.v1",9,49283401,49083401,49914992,"Gmax_Wm82.a2.v1_Cd_9_49283401","Glyma.09G277400",49277538,49281994,"K00648 - 3-oxoacyl- (fabH)  (1 of 2)",3
"OG0008101","Cd","Sbicolor_v3.1.1",6,57571444,57471444,57860732,"Sbicolor_v3.1.1_Cd_6_57571444","Sobic.006G237000",57844496,57849544,"similar to OSJNBa0033G05.5 protein",3
"OG0002004","Mo","Athaliana_TAIR10",5,25345382,25270382,25420382,"Athaliana_TAIR10_Mo_5_25345382","AT5G63320",25374413,25379297,"nuclear protein X1",3
"OG0002004","Mo","Gmax_Wm82.a2.v1",19,30198343,29998343,31481876,"Gmax_Wm82.a2.v1_Mo_19_30198343","Glyma.19G084600",30380203,30396202,"PTHR22880:SF156 - TRANSCRIPTION FACTOR GTE10 (1 of 9)",3
"OG0002004","Mo","Sbicolor_v3.1.1",4,55723296,55623296,55865917,"Sbicolor_v3.1.1_Mo_4_55723296","Sobic.004G205600",55669358,55674799,"similar to Global transcription factor group E",3
"OG0007305","Mo","Gmax_Wm82.a2.v1",8,42069304,41869304,42269304,"Gmax_Wm82.a2.v1_Mo_8_42069304","Glyma.08G302600",42074080,42079734,"",3
"OG0007305","Mo","Osativa_v7.0",8,24982443,24739443,25225443,"Osativa_v7.0_Mo_8_24982443","LOC_Os08g39300",24828110,24830865,"aminotransferase, putative, expressed",3
"OG0007305","Mo","Sbicolor_v3.1.1",7,64332801,64232801,64432801,"Sbicolor_v3.1.1_Mo_7_64332801","Sobic.007G213700",64253699,64257410,"similar to Serine-glyoxylate aminotransferase",3
"OG0000216","Cd","Athaliana_TAIR10",3,15656964,15581964,15875457,"Athaliana_TAIR10_Cd_3_15656964","AT3G43790",15655384,15660086,"zinc induced facilitator-like 2",3
"OG0000216","Cd","Gmax_Wm82.a2.v1",13,30086805,29886805,31375794,"Gmax_Wm82.a2.v1_Cd_13_30086805","Glyma.13G186400",30001282,30008506,"",3
"OG0000216","Cd","Gmax_Wm82.a2.v1",6,50331640,50131640,50538590,"Gmax_Wm82.a2.v1_Cd_6_50331640","Glyma.06G313600",50219160,50226659,"",3
"OG0000216","Cd","Gmax_Wm82.a2.v1",13,30086805,29886805,31375794,"Gmax_Wm82.a2.v1_Cd_13_30086805","Glyma.13G186700",30042541,30049047,"KOG2615 - Permease of the major facilitator superfamily (1 of 9)",3
"OG0000216","Cd","Gmax_Wm82.a2.v1",6,50331640,50131640,50538590,"Gmax_Wm82.a2.v1_Cd_6_50331640","Glyma.06G313700",50228532,50236997,"KOG2615 - Permease of the major facilitator superfamily (1 of 9)",3
"OG0000216","Cd","Gmax_Wm82.a2.v1",13,30086805,29886805,31375794,"Gmax_Wm82.a2.v1_Cd_13_30086805","Glyma.13G186600",30030558,30038083,"",3
"OG0000216","Cd","Gmax_Wm82.a2.v1",13,30086805,29886805,31375794,"Gmax_Wm82.a2.v1_Cd_13_30086805","Glyma.13G186500",30016526,30025554,"KOG2615 - Permease of the major facilitator superfamily (1 of 9)",3
"OG0000216","Cd","Gmax_Wm82.a2.v1",4,16536652,16336652,16736652,"Gmax_Wm82.a2.v1_Cd_4_16536652","Glyma.04G124800",16368438,16390781,"KOG2615 - Permease of the major facilitator superfamily (1 of 9)",3
"OG0000216","Cd","Osativa_v7.0",12,1631526,1388526,2446948,"Osativa_v7.0_Cd_12_1631526","LOC_Os12g03830",1568001,1572324,"major facilitator superfamily antiporter, putative, expressed",3
"OG0000216","Cd","Osativa_v7.0",12,1631526,1388526,2446948,"Osativa_v7.0_Cd_12_1631526","LOC_Os12g03899",1606073,1620845,"major facilitator superfamily antiporter, putative, expressed",3
"OG0000216","Cd","Osativa_v7.0",12,1631526,1388526,2446948,"Osativa_v7.0_Cd_12_1631526","LOC_Os12g03860",1584171,1589135,"major facilitator superfamily antiporter, putative, expressed",3
"OG0000216","Fe","Athaliana_TAIR10",3,15639041,15564041,15714041,"Athaliana_TAIR10_Fe_3_15639041","AT3G43790",15655384,15660086,"zinc induced facilitator-like 2",3
"OG0000216","Fe","Gmax_Wm82.a2.v1",6,50219418,50019418,50425266,"Gmax_Wm82.a2.v1_Fe_6_50219418","Glyma.06G313600",50219160,50226659,"",3
"OG0000216","Fe","Gmax_Wm82.a2.v1",6,50219418,50019418,50425266,"Gmax_Wm82.a2.v1_Fe_6_50219418","Glyma.06G313700",50228532,50236997,"KOG2615 - Permease of the major facilitator superfamily (1 of 9)",3
"OG0000216","Fe","Sbicolor_v3.1.1",8,1199536,1099536,1299536,"Sbicolor_v3.1.1_Fe_8_1199536","Sobic.008G015700",1293471,1298989,"KOG2615 - Permease of the major facilitator superfamily (1 of 16)",3
"OG0000216","Rb","Athaliana_TAIR10",5,4404011,4329011,4495087,"Athaliana_TAIR10_Rb_5_4404011","AT5G13750",4438200,4441579,"zinc induced facilitator-like 1",3
"OG0000216","Rb","Athaliana_TAIR10",5,4404011,4329011,4495087,"Athaliana_TAIR10_Rb_5_4404011","AT5G13740",4432306,4436668,"zinc induced facilitator 1",3
"OG0000216","Rb","Gmax_Wm82.a2.v1",6,49689167,49489167,50380941,"Gmax_Wm82.a2.v1_Rb_6_49689167","Glyma.06G313600",50219160,50226659,"",3
"OG0000216","Rb","Gmax_Wm82.a2.v1",6,49689167,49489167,50380941,"Gmax_Wm82.a2.v1_Rb_6_49689167","Glyma.06G313700",50228532,50236997,"KOG2615 - Permease of the major facilitator superfamily (1 of 9)",3
"OG0000216","Rb","Gmax_Wm82.a2.v1",4,16305279,16105279,17382657,"Gmax_Wm82.a2.v1_Rb_4_16305279","Glyma.04G124800",16368438,16390781,"KOG2615 - Permease of the major facilitator superfamily (1 of 9)",3
"OG0000216","Rb","Gmax_Wm82.a2.v1",15,40336111,40136111,41176845,"Gmax_Wm82.a2.v1_Rb_15_40336111","Glyma.15G224200",40827323,40836767,"KOG2615 - Permease of the major facilitator superfamily (1 of 9)",3
"OG0000216","Rb","Sbicolor_v3.1.1",5,15890680,15790680,15990680,"Sbicolor_v3.1.1_Rb_5_15890680","Sobic.005G097900",15793303,15804963,"similar to Transporter, putative, expressed",3
"OG0008668","Mg","Athaliana_TAIR10",5,23654777,23579777,24080164,"Athaliana_TAIR10_Mg_5_23654777","AT5G58370",23593117,23596026,"P-loop containing nucleoside triphosphate hydrolases superfamily protein",3
"OG0008668","Mg","Gmax_Wm82.a2.v1",18,4953024,4753024,5153024,"Gmax_Wm82.a2.v1_Mg_18_4953024","Glyma.18G054700",4754001,4765333,"",3
"OG0008668","Mg","Sbicolor_v3.1.1",1,2860320,2760320,2960320,"Sbicolor_v3.1.1_Mg_1_2860320","Sobic.001G039300",2932598,2937249,"similar to Putative uncharacterized protein",3
"OG0000068","Cd","Gmax_Wm82.a2.v1",18,44598942,44398942,44798942,"Gmax_Wm82.a2.v1_Cd_18_44598942","Glyma.18G185400",44566780,44569341,"PTHR27007:SF13 - L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE IV.1-RELATED (1 of 2)",3
"OG0000068","Cd","Gmax_Wm82.a2.v1",7,15448119,15248119,16369376,"Gmax_Wm82.a2.v1_Cd_7_15448119","Glyma.07G135400",16041248,16043684,"PTHR27007:SF13 - L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE IV.1-RELATED (1 of 2)",3
"OG0000068","Cd","Osativa_v7.0",7,10556343,10313343,11331375,"Osativa_v7.0_Cd_7_10556343","LOC_Os07g18240",10810102,10813191,"lectin-like receptor kinase, putative, expressed",3
"OG0000068","Cd","Sbicolor_v3.1.1",2,13040225,12940225,13140225,"Sbicolor_v3.1.1_Cd_2_13040225","Sobic.002G107900",13034888,13037119,"similar to Putative uncharacterized protein",3
"OG0000068","Cd","Sbicolor_v3.1.1",2,71417778,71317778,71517778,"Sbicolor_v3.1.1_Cd_2_71417778","Sobic.002G350901",71498496,71500900,"PF00069//PF00139 - Protein kinase domain (Pkinase)  // Legume lectin domain (Lectin_legB)  (1 of 50)",3
"OG0000068","Cu","Athaliana_TAIR10",4,1097281,1022281,1218712,"Athaliana_TAIR10_Cu_4_1097281","AT4G02410",1059889,1062153,"Concanavalin A-like lectin protein kinase family protein",4
"OG0000068","Cu","Athaliana_TAIR10",4,1097281,1022281,1218712,"Athaliana_TAIR10_Cu_4_1097281","AT4G02420",1064363,1066372,"Concanavalin A-like lectin protein kinase family protein",4
"OG0000068","Cu","Gmax_Wm82.a2.v1",18,42958430,42758430,44684861,"Gmax_Wm82.a2.v1_Cu_18_42958430","Glyma.18G185400",44566780,44569341,"PTHR27007:SF13 - L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE IV.1-RELATED (1 of 2)",4
"OG0000068","Cu","Osativa_v7.0",7,10839323,10596323,11082323,"Osativa_v7.0_Cu_7_10839323","LOC_Os07g18240",10810102,10813191,"lectin-like receptor kinase, putative, expressed",4
"OG0000068","Cu","Zmays_RefGen_V4",10,133861249,133761249,133961249,"Zmays_RefGen_V4_Cu_10_133861249","Zm00001d025921",133772841,133780821,"(1 of 1497) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase",4
"OG0000068","Cu","Zmays_RefGen_V4",10,133861249,133761249,133961249,"Zmays_RefGen_V4_Cu_10_133861249","Zm00001d025920",133768161,133770170,"(1 of 1497) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase",4
"OG0000068","Mo","Athaliana_TAIR10",2,15836148,15761148,15911256,"Athaliana_TAIR10_Mo_2_15836148","AT2G37710",15814718,15817004,"receptor lectin kinase",3
"OG0000068","Mo","Gmax_Wm82.a2.v1",18,43622671,43422671,44612979,"Gmax_Wm82.a2.v1_Mo_18_43622671","Glyma.18G185400",44566780,44569341,"PTHR27007:SF13 - L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE IV.1-RELATED (1 of 2)",3
"OG0000068","Mo","Gmax_Wm82.a2.v1",7,15960048,15760048,16172689,"Gmax_Wm82.a2.v1_Mo_7_15960048","Glyma.07G135400",16041248,16043684,"PTHR27007:SF13 - L-TYPE LECTIN-DOMAIN CONTAINING RECEPTOR KINASE IV.1-RELATED (1 of 2)",3
