"loci","Orthogroup","trait","org","Chromosome Name","bp","start","end","Gene Name","Gene Start (bp)","Gene End (bp)","Description","present","genecount","gFDR","pFDR","rank","rank_new"
"Gmax_Wm82.a2.v1_Na_9_45913326","OG0000663","Na","Gmax_Wm82.a2.v1",9,45913326,45713326,46160027,"Glyma.09G237600",45932309,45938217,"PTHR11654:SF90 - PROTEIN NRT1/ PTR FAMILY 7.2 (1 of 6)",3,1,0,0.531866492146597,0.280880104712042,0.280880104712042
"Gmax_Wm82.a2.v1_Na_9_47259302","OG0000148","Na","Gmax_Wm82.a2.v1",9,47259302,47059302,47459302,"Glyma.09G254400",47380403,47382283,"PTHR31221:SF7 - WRKY TRANSCRIPTION FACTOR 24-RELATED (1 of 3)",3,1,0,0.531866492146597,0.280880104712042,0.280880104712042
"Gmax_Wm82.a2.v1_Na_10_3882514","OG0001105","Na","Gmax_Wm82.a2.v1",10,3882514,3682514,4525084,"Glyma.10G049400",4447930,4449636,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_10_3882514","OG0003433","Na","Gmax_Wm82.a2.v1",10,3882514,3682514,4525084,"Glyma.10G043800",3937435,3941020,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_10_46920760","OG0002935","Na","Gmax_Wm82.a2.v1",10,46920760,46720760,47666431,"Glyma.10G244500",47277518,47278888,"PTHR33109:SF4 - EPIDERMAL PATTERNING FACTOR-LIKE PROTEIN 5 (1 of 4)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_10_46920760","OG0002286","Na","Gmax_Wm82.a2.v1",10,46920760,46720760,47666431,"Glyma.10G245000",47360650,47364366,"PTHR32295:SF43 - PROTEIN IQ-DOMAIN 19 (1 of 5)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_10_50272654","OG0001266","Na","Gmax_Wm82.a2.v1",10,50272654,50072654,50662248,"Glyma.10G284300",50466006,50470328,"PTHR31618:SF1 - MECHANOSENSITIVE ION CHANNEL PROTEIN 6-RELATED (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_10_50272654","OG0003858","Na","Gmax_Wm82.a2.v1",10,50272654,50072654,50662248,"Glyma.10G279900",50130564,50136128,"K02729 - 20S proteasome subunit alpha 5 (PSMA5)  (1 of 4)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_10_6700374","OG0004196","Na","Gmax_Wm82.a2.v1",10,6700374,6500374,6900374,"Glyma.10G069200",6813666,6814481,"PTHR37264:SF1 - RIBOSOMAL PROTEIN L31 (1 of 4)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_10_6700374","OG0000540","Na","Gmax_Wm82.a2.v1",10,6700374,6500374,6900374,"Glyma.10G067800",6668829,6670430,"K02943 - large subunit ribosomal protein LP2 (RP-LP2, RPLP2)  (1 of 6)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_11_26433800","OG0004513","Na","Gmax_Wm82.a2.v1",11,26433800,26233800,26658968,"Glyma.11G193000",26612643,26617102,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_11_26433800","OG0006646","Na","Gmax_Wm82.a2.v1",11,26433800,26233800,26658968,"Glyma.11G190300",26298892,26301728,"PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 330)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_11_33180864","OG0004080","Na","Gmax_Wm82.a2.v1",11,33180864,32980864,34473933,"Glyma.11G243600",33743871,33749429,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_11_33180864","OG0000328","Na","Gmax_Wm82.a2.v1",11,33180864,32980864,34473933,"Glyma.11G252100",34327250,34328609,"PF11820 - Protein of unknown function (DUF3339) (DUF3339)  (1 of 23)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_11_6785247","OG0002523","Na","Gmax_Wm82.a2.v1",11,6785247,6585247,7001854,"Glyma.11G088800",6707181,6712808,"PTHR12317:SF32 - PROTEIN DGAT-2 (1 of 5)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_11_6785247","OG0001749","Na","Gmax_Wm82.a2.v1",11,6785247,6585247,7001854,"Glyma.11G088200",6658391,6662831,"K00384 - thioredoxin reductase (NADPH) (trxB)  (1 of 5)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_12_245233","OG0001257","Na","Gmax_Wm82.a2.v1",12,245233,45233,476474,"Glyma.12G001700",132389,134935,"PTHR11654:SF94 - PROTEIN NRT1/ PTR FAMILY 5.10-RELATED (1 of 5)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_12_245233","OG0000561","Na","Gmax_Wm82.a2.v1",12,245233,45233,476474,"Glyma.12G001900",151083,153245,"PTHR23324:SF48 - PATELLIN-3-RELATED (1 of 8)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_12_6018932","OG0004513","Na","Gmax_Wm82.a2.v1",12,6018932,5818932,6415142,"Glyma.12G081000",6396346,6400692,"PF06136 - Domain of unknown function (DUF966) (DUF966)  (1 of 12)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_12_6018932","OG0008751","Na","Gmax_Wm82.a2.v1",12,6018932,5818932,6415142,"Glyma.12G078200",6094861,6097428,"PTHR31476:SF6 - EMB (1 of 3)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_13_13595196","OG0000538","Na","Gmax_Wm82.a2.v1",13,13595196,13395196,14055912,"Glyma.13G042000",13452005,13456344,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_13_13595196","OG0000133","Na","Gmax_Wm82.a2.v1",13,13595196,13395196,14055912,"Glyma.13G044600",13814004,13836913,"PTHR12277:SF83 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_13_39620391","OG0004438","Na","Gmax_Wm82.a2.v1",13,39620391,39420391,39820391,"Glyma.13G295600",39493220,39504267,"PTHR22763:SF71 - PROTEIN Y105C5B.11, ISOFORM B (1 of 4)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_13_39620391","OG0001199","Na","Gmax_Wm82.a2.v1",13,39620391,39420391,39820391,"Glyma.13G298500",39687840,39690234,"PTHR23500:SF13 - POLYOL TRANSPORTER 4-RELATED (1 of 4)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_14_6935957","OG0003240","Na","Gmax_Wm82.a2.v1",14,6935957,6735957,7625927,"Glyma.14G082300",7130733,7132305,"K14499 - BRI1 kinase inhibitor 1 (BKI1)  (1 of 3)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_14_6935957","OG0001970","Na","Gmax_Wm82.a2.v1",14,6935957,6735957,7625927,"Glyma.14G085700",7596635,7597069,"PTHR10891//PTHR10891:SF608 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 7)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_15_48283039","OG0000190","Na","Gmax_Wm82.a2.v1",15,48283039,48083039,48758119,"Glyma.15G257300",48691129,48693455,"PTHR10209:SF122 - 1-AMINOCYCLOPROPANE-1-CARBOXYLATE OXIDASE HOMOLOG 10-RELATED (1 of 4)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_15_48283039","OG0000995","Na","Gmax_Wm82.a2.v1",15,48283039,48083039,48758119,"Glyma.15G256500",48585830,48587682,"PTHR10044:SF107 - BOI-RELATED E3 UBIQUITIN-PROTEIN LIGASE 3-RELATED (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_15_49389783","OG0000383","Na","Gmax_Wm82.a2.v1",15,49389783,49189783,50589571,"Glyma.15G262800",49558181,49560745,"PTHR11040//PTHR11040:SF59 - ZINC/IRON TRANSPORTER // SUBFAMILY NOT NAMED (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_15_49389783","OG0001251","Na","Gmax_Wm82.a2.v1",15,49389783,49189783,50589571,"Glyma.15G267000",50328608,50333381,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_15_8304621","OG0002832","Na","Gmax_Wm82.a2.v1",15,8304621,8104621,9001405,"Glyma.15G113000",8900883,8904030,"PF12056 - Protein of unknown function (DUF3537) (DUF3537)  (1 of 12)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_15_8304621","OG0006113","Na","Gmax_Wm82.a2.v1",15,8304621,8104621,9001405,"Glyma.15G107800",8473049,8483746,"PTHR11693:SF21 - ATP SYNTHASE GAMMA CHAIN 1, CHLOROPLASTIC-RELATED (1 of 5)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_15_9404754","OG0000082","Na","Gmax_Wm82.a2.v1",15,9404754,9204754,9604754,"Glyma.15G119100",9340682,9341420,"PTHR31731:SF7 - BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN (1 of 8)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_15_9404754","OG0000899","Na","Gmax_Wm82.a2.v1",15,9404754,9204754,9604754,"Glyma.15G121200",9573092,9575888,"PTHR24351//PTHR24351:SF87 - RIBOSOMAL PROTEIN S6 KINASE // SUBFAMILY NOT NAMED (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_16_36444678","OG0000538","Na","Gmax_Wm82.a2.v1",16,36444678,36244678,37258810,"Glyma.16G205900",36650239,36655749,"PTHR24078//PTHR24078:SF208 - DNAJ HOMOLOG SUBFAMILY C MEMBER // SUBFAMILY NOT NAMED (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_16_774016","OG0001892","Na","Gmax_Wm82.a2.v1",16,774016,574016,981158,"Glyma.16G010100",900853,907173,"K13201 - nucleolysin TIA-1/TIAR (TIA1, TIAL1)  (1 of 6)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_16_774016","OG0000913","Na","Gmax_Wm82.a2.v1",16,774016,574016,981158,"Glyma.16G009800",860572,863703,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_17_6312383","OG0003110","Na","Gmax_Wm82.a2.v1",17,6312383,6112383,6562261,"Glyma.17G081800",6348047,6349888,"PF02701 - Dof domain, zinc finger (zf-Dof)  (1 of 79)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_17_6312383","OG0008771","Na","Gmax_Wm82.a2.v1",17,6312383,6112383,6562261,"Glyma.17G083800",6498053,6500867,"PF05859 - Mis12 protein (Mis12)  (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_18_1631305","OG0006327","Na","Gmax_Wm82.a2.v1",18,1631305,1431305,2666744,"Glyma.18G029800",2254490,2258286,"K03038 - 26S proteasome regulatory subunit N8 (PSMD7, RPN8)  (1 of 3)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_18_1631305","OG0011907","Na","Gmax_Wm82.a2.v1",18,1631305,1431305,2666744,"Glyma.18G020100",1479690,1481163,"PTHR12277:SF75 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_18_20309441","OG0001088","Na","Gmax_Wm82.a2.v1",18,20309441,20109441,20509441,"Glyma.18G138200",20473720,20475788,"PF03181 - BURP domain (BURP)  (1 of 26)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_18_20309441","OG0001088","Na","Gmax_Wm82.a2.v1",18,20309441,20109441,20509441,"Glyma.18G138000",20309141,20311636,"PF03181 - BURP domain (BURP)  (1 of 26)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_18_46712826","OG0000922","Na","Gmax_Wm82.a2.v1",18,46712826,46512826,48207001,"Glyma.18G200300",47969051,47975187,"K00001 - alcohol dehydrogenase (E1.1.1.1, adh)  (1 of 5)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_18_48699952","OG0000440","Na","Gmax_Wm82.a2.v1",18,48699952,48499952,49987117,"Glyma.18G204200",48697660,48700908,"PTHR18968:SF137 - PYRUVATE DECARBOXYLASE 2 (1 of 3)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_18_48699952","OG0001413","Na","Gmax_Wm82.a2.v1",18,48699952,48499952,49987117,"Glyma.18G209800",49526729,49530144,"PTHR31087:SF11 - PROTEIN LURP-ONE-RELATED 1-RELATED (1 of 13)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_19_1855442","OG0006204","Na","Gmax_Wm82.a2.v1",19,1855442,1655442,2248273,"Glyma.19G018000",1852748,1854291,"PTHR11142:SF4 - TRNA PSEUDOURIDINE SYNTHASE A, MITOCHONDRIAL (1 of 3)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_19_2901793","OG0005256","Na","Gmax_Wm82.a2.v1",19,2901793,2701793,3676855,"Glyma.19G027000",3335896,3343744,"PTHR33128:SF13 - EMB (1 of 5)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_19_2901793","OG0006646","Na","Gmax_Wm82.a2.v1",19,2901793,2701793,3676855,"Glyma.19G026400",3296272,3297916,"PF01535//PF13041//PF13812 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 57)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_19_35805121","OG0006062","Na","Gmax_Wm82.a2.v1",19,35805121,35605121,36163637,"Glyma.19G106900",35823585,35826538,"K11805 - WD repeat-containing protein 68 (WDR68, HAN11)  (1 of 4)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_1_1107228","OG0003417","Na","Gmax_Wm82.a2.v1",1,1107228,907228,2066808,"Glyma.01G019800",1971084,1977113,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_1_1107228","OG0005815","Na","Gmax_Wm82.a2.v1",1,1107228,907228,2066808,"Glyma.01G011100",1057125,1061925,"K03039 - 26S proteasome regulatory subunit N9 (PSMD13, RPN9)  (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_20_221764","OG0003923","Na","Gmax_Wm82.a2.v1",20,221764,21764,816947,"Glyma.20G007400",685143,690637,"PTHR13697:SF1 - PYROPHOSPHATE--FRUCTOSE 6-PHOSPHATE 1-PHOSPHOTRANSFERASE SUBUNIT ALPHA 1-RELATED (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_20_221764","OG0010265","Na","Gmax_Wm82.a2.v1",20,221764,21764,816947,"Glyma.20G007900",734922,741835,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_20_45177883","OG0002888","Na","Gmax_Wm82.a2.v1",20,45177883,44977883,45377883,"Glyma.20G217200",45282322,45292192,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_20_45177883","OG0006077","Na","Gmax_Wm82.a2.v1",20,45177883,44977883,45377883,"Glyma.20G217100",45278452,45280126,"PF02298 - Plastocyanin-like domain (Cu_bind_like)  (1 of 91)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_2_14454800","OG0010264","Na","Gmax_Wm82.a2.v1",2,14454800,14254800,15221137,"Glyma.02G145300",15009322,15014177,"K01968 - 3-methylcrotonyl-CoA carboxylase alpha subunit (E6.4.1.4A)  (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_2_14454800","OG0001442","Na","Gmax_Wm82.a2.v1",2,14454800,14254800,15221137,"Glyma.02G141000",14586815,14589687,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_2_44332993","OG0001052","Na","Gmax_Wm82.a2.v1",2,44332993,44132993,44988791,"Glyma.02G258800",44590013,44596660,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_2_44332993","OG0001052","Na","Gmax_Wm82.a2.v1",2,44332993,44132993,44988791,"Glyma.02G258900",44601641,44603759,"K07342 - protein transport protein SEC61 subunit gamma and related proteins (SEC61G, SSS1, secE)  (1 of 4)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_2_48324237","OG0000430","Na","Gmax_Wm82.a2.v1",2,48324237,48124237,48549826,"Glyma.02G307900",48192586,48199055,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_2_48324237","OG0002755","Na","Gmax_Wm82.a2.v1",2,48324237,48124237,48549826,"Glyma.02G311900",48519443,48520813,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_2_7714885","OG0006543","Na","Gmax_Wm82.a2.v1",2,7714885,7514885,8277372,"Glyma.02G086800",7548817,7551785,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_2_7714885","OG0006543","Na","Gmax_Wm82.a2.v1",2,7714885,7514885,8277372,"Glyma.02G086900",7553127,7557516,"PTHR31321:SF11 - PECTINESTERASE 10-RELATED (1 of 3)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_3_41473003","OG0001757","Na","Gmax_Wm82.a2.v1",3,41473003,41273003,42775614,"Glyma.03G215800",42010250,42012819,"PTHR31707:SF38 - PECTINESTERASE/PECTINESTERASE INHIBITOR 20-RELATED (1 of 6)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_3_41473003","OG0001249","Na","Gmax_Wm82.a2.v1",3,41473003,41273003,42775614,"Glyma.03G219000",42259167,42261468,"PTHR23012:SF93 - RING/FYVE/PHD ZINC FINGER-CONTAINING PROTEIN (1 of 4)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_4_47242528","OG0000207","Na","Gmax_Wm82.a2.v1",4,47242528,47042528,47464793,"Glyma.04G201700",47460459,47462955,"PF00847 - AP2 domain (AP2)  (1 of 354)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_4_47242528","OG0000067","Na","Gmax_Wm82.a2.v1",4,47242528,47042528,47464793,"Glyma.04G201600",47454507,47456553,"PTHR10353//PTHR10353:SF81 - GLYCOSYL HYDROLASE // SUBFAMILY NOT NAMED (1 of 26)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_4_49431555","OG0002266","Na","Gmax_Wm82.a2.v1",4,49431555,49231555,49967925,"Glyma.04G226900",49655093,49656271,"K02940 - large subunit ribosomal protein L9e (RP-L9e, RPL9)  (1 of 4)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_4_49431555","OG0003188","Na","Gmax_Wm82.a2.v1",4,49431555,49231555,49967925,"Glyma.04G225600",49568026,49572151,"PTHR14110//PTHR14110:SF6 - MITOCHONDRIAL IMPORT INNER MEMBRANE TRANSLOCASE SUBUNIT TIM22 // SUBFAMILY NOT NAMED (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_4_6798393","OG0011269","Na","Gmax_Wm82.a2.v1",4,6798393,6598393,7402919,"Glyma.04G082200",6938911,6940738,"PTHR33178:SF2 - PROTEIN POP3-RELATED (1 of 1)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_4_6798393","OG0003470","Na","Gmax_Wm82.a2.v1",4,6798393,6598393,7402919,"Glyma.04G080200",6742030,6748050,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_5_1323486","OG0008771","Na","Gmax_Wm82.a2.v1",5,1323486,1123486,1525450,"Glyma.05G016300",1460773,1463385,"PF05859 - Mis12 protein (Mis12)  (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_5_36549236","OG0001131","Na","Gmax_Wm82.a2.v1",5,36549236,36349236,36948078,"Glyma.05G176400",36541494,36546076,"K14396 - polyadenylate-binding protein 2 (PABPN1, PABP2)  (1 of 6)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_5_36549236","OG0001093","Na","Gmax_Wm82.a2.v1",5,36549236,36349236,36948078,"Glyma.05G178700",36671930,36675451,"K17095 - annexin A7/11 (ANXA7_11)  (1 of 9)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_5_40321058","OG0003414","Na","Gmax_Wm82.a2.v1",5,40321058,40121058,40950218,"Glyma.05G224500",40342583,40345336,"",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_5_40321058","OG0001204","Na","Gmax_Wm82.a2.v1",5,40321058,40121058,40950218,"Glyma.05G223800",40294131,40295090,"K02910 - large subunit ribosomal protein L31e (RP-L31e, RPL31)  (1 of 5)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_6_13848796","OG0000148","Na","Gmax_Wm82.a2.v1",6,13848796,13648796,14375589,"Glyma.06G168400",14076805,14078036,"PTHR31221:SF25 - WRKY TRANSCRIPTION FACTOR 45-RELATED (1 of 3)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_6_13848796","OG0001340","Na","Gmax_Wm82.a2.v1",6,13848796,13648796,14375589,"Glyma.06G167600",13984678,13988357,"K15400 - omega-hydroxypalmitate O-feruloyl transferase (HHT1)  (1 of 7)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_6_2764105","OG0003240","Na","Gmax_Wm82.a2.v1",6,2764105,2564105,2964105,"Glyma.06G039100",2963434,2964779,"K14499 - BRI1 kinase inhibitor 1 (BKI1)  (1 of 3)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_6_2764105","OG0002734","Na","Gmax_Wm82.a2.v1",6,2764105,2564105,2964105,"Glyma.06G036600",2811984,2813396,"PTHR33429:SF1 - EXPRESSED PROTEIN (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_6_51272622","OG0001508","Na","Gmax_Wm82.a2.v1",6,51272622,51072622,51472622,"Glyma.06G324000",51171477,51177019,"K12837 - splicing factor U2AF 65 kDa subunit (U2AF2)  (1 of 3)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_6_51272622","OG0003863","Na","Gmax_Wm82.a2.v1",6,51272622,51072622,51472622,"Glyma.06G324700",51260010,51263654,"2.7.1.74 - Deoxycytidine kinase (1 of 2)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_6_6286925","OG0011269","Na","Gmax_Wm82.a2.v1",6,6286925,6086925,6486925,"Glyma.06G083900",6456905,6458501,"PF07876 - Stress responsive A/B Barrel Domain (Dabb)  (1 of 18)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_6_6286925","OG0003470","Na","Gmax_Wm82.a2.v1",6,6286925,6086925,6486925,"Glyma.06G081900",6295333,6301050,"K09595 - minor histocompatibility antigen H13 [EC:3.4.23.-] (HM13)  (1 of 3)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_8_5472166","OG0002275","Na","Gmax_Wm82.a2.v1",8,5472166,5272166,5672166,"Glyma.08G073200",5599514,5603133,"PTHR23426:SF25 - ADRENODOXIN HOMOLOG, MITOCHONDRIAL (1 of 4)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_8_5472166","OG0011511","Na","Gmax_Wm82.a2.v1",8,5472166,5272166,5672166,"Glyma.08G069400",5303887,5308557,"3.5.2.9 - 5-oxoprolinase (ATP-hydrolyzing) / Pyroglutamase (ATP-hydrolyzing) (1 of 1)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_8_8291045","OG0003267","Na","Gmax_Wm82.a2.v1",8,8291045,8091045,9069615,"Glyma.08G114900",8800031,8809047,"PTHR10527//PTHR10527:SF29 - IMPORTIN BETA // SUBFAMILY NOT NAMED (1 of 7)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_8_8291045","OG0000328","Na","Gmax_Wm82.a2.v1",8,8291045,8091045,9069615,"Glyma.08G105300",8109486,8110128,"PF11820 - Protein of unknown function (DUF3339) (DUF3339)  (1 of 23)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
"Gmax_Wm82.a2.v1_Na_9_32113883","OG0000409","Na","Gmax_Wm82.a2.v1",9,32113883,31913883,32820539,"Glyma.09G131500",32754805,32758309,"PTHR11528//PTHR11528:SF47 - HEAT SHOCK PROTEIN 90 // SUBFAMILY NOT NAMED (1 of 3)",3,2,0.5,0.531866492146597,0.140440052356021,0.252792094240838
